Continent,Country Name,Country Code,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Africa,Algeria,DZA,,,,,4.04089581304771,4.15617128463476,4.06767458603312,4.01069518716578,4.5860974906259,4.02369785238213,5.2124764496546,5.15012053473592,5.39525691699605,5.40170419963481,5.10190488877048,3.5575485799701,3.11780190852254,2.92539875545383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393477524900013,0.45233498198953,0.530543913007825,0.534666247077271,0.829332360014163,,,,,,,
South America,Ecuador,ECU,7.75305085781693,6.66868727894893,7.51731142946927,8.01714600291824,8.28766704745616,8.58336535003945,8.32584951169893,8.17056517090697,7.2142064372919,7.37903227432369,7.57894736842105,7.05325704225352,6.96196437168994,6.34629742754361,6.71357215747355,5.98272292425216,7.14769757010552,8.89964624837088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5345575269083,1.46883862511111,1.56837595500613,1.90807501665235,1.16908172557984,1.51188880097814,2.04903642436092,2.0730091119603,1.93288958049611,2.26119217006063,3.64641456192192,2.08911018258585,
,"Egypt, Arab Rep.",EGY,,13.391571469713,12.268727194677,11.5616503132758,11.3315084930069,11.6354453281067,11.802284082798,11.7180004631621,11.2626204015319,8.50424055512722,9.04687465598098,9.647179137549,8.32338393314003,9.08423833284414,10.431938648923,9.23537302651945,8.78001240365022,8.82053241625271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04229087924213,3.80683003217035,3.30346430814063,3.43403424956564,2.65553640302118,3.61347590380501,3.59599955639798,4.04283911455226,6.30084231978179,5.73731706075816,4.4197791467968,,
Africa,Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0317137038115,17.8867998359527,20.0900794545149,18.8520676643479,12.5233717568041,4.12583855581255,6.49919873850884,9.81111360644989,6.37761176914265,5.68829139604367,8.33937944466383,7.68344685959983,7.13540444926566,7.58794779642466,10.0912928501599,5.23655252987398,10.6370894851175,6.71203273086503,5.74486414297962,6.65575282927651,,,,,,,,,,,
Europe,Spain,ESP,10.5416216865742,9.38399539435809,9.97930336960985,10.0886777533329,10.1330861290465,10.8356119942531,11.0346506126475,11.1111153728285,10.4438055925622,10.534133134599,10.7508353572357,11.5837862209629,11.993265610226,11.7559843278636,10.6052157253341,8.62643042535117,9.01451693200716,8.68572730481088,,,,,,,,,,,,,,,,,,,,,,,,,2.6280548908931,2.74139680327136,2.7247445082887,3.43982012419656,3.87514558673948,3.85413948957318,3.49610763800311,4.07065315675297,4.46530101967316,5.04174665137751,4.50828035476022,4.5422173434951,4.19816061507704,4.33942003183438,4.24478589525074,5.34253965394983,4.46276329963465,
Europe,Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477920640040337,0.511609133701512,0.481064349727571,0.491144863160662,0.423185604845077,0.348738467655361,0.323625447255106,0.311850311850312,0.510008034373144,0.400901199390365,0.334851730067272,0.35924995618903,0.535471359518365,0.412604096785421,
Africa,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35434840653077,2.00394063200331,2.2943565974576,4.04911598854398,4.09806250661184,3.80699097238723,3.79552323277434,4.58360269398854,7.07715791250694,4.18164480190541,4.7218557119816,4.68171779760478,5.19587946370115,5.20737511233871,5.85263385536962,5.16863028127804,4.41603669977703,4.90860375079665,5.78907209151514,7.97282014971107,8.09673231035637,8.889679176776,8.52990736499321,11.0385090415808,10.6215556676665,10.6215556661725,,,,,,,
Europe,Finland,FIN,6.1001343293829,6.56371454085908,6.96436382786255,6.76567057717723,7.21802494523671,6.65864304882122,6.16650850092486,5.90829418886135,6.58977050163067,7.11815321576921,6.25350651971984,6.86900351567379,7.13494258578392,6.40027553573388,6.25001359541918,6.35213640388337,5.75916033430462,6.29906199718295,,,,,,,,,,,,,,,,,,,,,,,,,1.98263630712117,2.00928993396249,1.6637650845661,5.00325661848644,5.54423142024614,3.06771145019167,3.32585205383352,3.94178623954012,,4.32291669136587,7.15501065419966,4.73215112939389,4.3659169433876,4.48356941365095,8.35295350543193,4.67871738008564,3.72561675947306,
Oceania,Fiji,FJI,,,,,,4.03204414027269,,3.00731361205109,3.12989954125777,2.28512655397549,1.55373474314079,1.64986251145738,1.70025551862596,2.20353038739486,3.55052991965954,2.8018989814008,3.13033946935749,3.26255721573609,,,,,,,,,,,,,,,,,,,,,,,,,5.92027530966592,5.4436951885921,5.32808647457859,4.82660922302871,5.85150919760734,5.93668319191063,5.7902202584713,5.91176116019758,5.43648074551185,5.37599501189699,5.21390498261877,5.56406165278531,6.07810760122651,6.13560828485617,5.71750452267296,,,
Europe,France,FRA,7.01885953326498,7.13830682685571,7.16916314946878,7.16746300922491,7.22257188947296,7.36603001285225,7.47019813970657,7.71896612491004,7.58929373005531,7.26440347447495,7.27150437363284,8.46860579295943,7.26860455810562,7.60409720014683,7.74198056247219,7.84397583526486,8.11231737951395,7.93765843374308,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65384710145605,4.83690943004234,4.86023999463436,4.75490638103652,4.87248065305363,4.93465933263336,4.69535131206255,4.8559660500841,5.2683365492047,5.12797995239485,5.04973785740405,5.02397510222684,5.67929382281189,5.20784496979619,
Africa,Gabon,GAB,,,,1.33789670192906,,,,5.59109215825634,,6.00461893764434,5.13541373816887,4.20338983050847,3.85984787182392,3.49173612901378,6.4907790247424,8.58687961184676,,4.00406332007111,3.56220645344936,4.61922192348806,,,,,,,,,6.84062403409738,7.76046601396638,6.16366414157489,6.57109248639906,4.78572044494266,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,United Kingdom,GBR,9.61182994454713,,,,,9.61412688031393,9.75508262988943,9.92448759439051,9.88900100908173,9.71272229822161,9.78547233722243,10.2571860816944,9.58570268074736,10.4185418541854,10.5190719622493,9.94101318528799,10.1401235497966,9.61238108760471,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06286761999719,5.96332372982119,6.59534100015754,4.96741743853516,4.50574589626617,4.08384322271581,3.62908135473742,3.34079203960198,5.45214651680405,5.0620573136656,4.64132285951689,5.24401262599594,6.08414197832746,4.5855110705164,4.49190134085099
Asia,Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6876563514989,2.47196497891574,3.09102283979397,2.63540797663984,3.39114098611527,3.60895497132117,3.47516776335867,3.77741510824743,4.46990211220147,3.83553254377542,
Africa,Ghana,GHA,7.03682282629651,8.12873258128733,6.90836425920639,8.08324709670001,7.3247438368672,6.33032302882945,8.18637992831541,4.43476940211613,5.20860781730347,3.72943055607147,5.44837294029974,5.9592988497501,5.26060038874091,5.16235310495238,3.26440898730055,4.86315313277539,5.23828344624497,4.53341960310231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927990286487427,,,,,,,,,
,"Gambia, The",GMB,,,,,,,,,,,,,1.06080697101724,0.731356928300901,3.87650424146775,4.37507995394653,2.32956491949298,3.26804019080483,2.34316654219567,1.59319182623324,,,,,,,,,,,,,8.84198839949248,,,,,,,,,3.89840880466841,,,,,,,,,,,,,,,,,,
Europe,Greece,GRC,6.80249118910829,6.65685613260572,8.70056297760443,8.3438625307979,9.29352965014183,8.68802886692247,9.8488784965792,8.70028314530946,9.14341769668432,9.91917863430984,8.67246088899925,9.03915436082189,9.77039393127033,9.48176122907805,8.62705434930244,8.41954056961801,8.23772376324395,8.07111936812936,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15707326606942,3.79026344396822,4.53783722841782,2.9429677499395,3.56592406535562,6.01265502867021,4.99494212984498,5.06510583121793,4.97297696124546,4.86946267699058,5.27515000126583,5.14337352421912,6.92718783762926,6.08268977251649,
North America,Guatemala,GTM,,,,,,10.3253772734004,,,12.4471625146146,12.9536037881892,16.1680737160211,16.5018922169742,15.3825088998979,14.4084852792885,13.3552496404356,12.1825921033319,15.9767114488376,17.3737882412187,16.0575858250277,17.3125753417631,15.8752335796799,16.3334363808233,16.3476544327753,15.3972020327128,14.8692985424314,18.4129439264518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,Guyana,GUY,,,,,,,,,,,,,0.722673893405601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Hong Kong SAR, China",HKG,,,,,,,,,,,1.68897092754961,1.86906929933864,1.58383397050792,1.46279659064732,1.6893527734438,1.72443085287122,1.65597958040217,1.58178484442133,,,,,,,,,,,,,,,,,,,,,,,,,4.59650685270397,4.62544850984891,5.72471560359952,6.14860864416815,6.77581001587351,6.56445753839993,7.79379915650291,7.58123771822402,8.59255913735674,10.1224228677775,9.74512290873951,11.3363228699552,12.5732767333738,11.9620591629373,10.8418258114242,11.4719446579554,11.8665528105768,12.0697463768116
